feature_index,dimension,pearson_corr
169,believability,0.020274892449378967
170,believability,0.02027493342757225
171,believability,0.020274918526411057
172,believability,0.04531572759151459
173,believability,0.07442282885313034
174,believability,0.02027491107583046
175,believability,0.034925784915685654
176,believability,0.028701921924948692
177,believability,-0.19599847495555878
178,believability,-0.16057680547237396
179,believability,0.020274890586733818
180,believability,0.030089322477579117
181,believability,0.020274972543120384
182,believability,0.03543837368488312
183,believability,0.08095923066139221
184,believability,0.06692932546138763
185,believability,0.020274914801120758
186,believability,-0.4071879982948303
187,believability,-0.4841683804988861
188,believability,0.06356406956911087
189,believability,0.02027493342757225
190,believability,0.020274877548217773
191,believability,0.028851652517914772
192,believability,-0.15059329569339752
193,believability,0.020274974405765533
194,believability,-0.021392041817307472
195,believability,0.06341597437858582
196,believability,-0.6116280555725098
197,believability,-0.9181650280952454
198,believability,0.05881228297948837
199,believability,-0.27959227561950684
200,believability,-0.17031876742839813
201,believability,0.020274942740797997
202,believability,-0.11052849143743515
203,believability,-0.21433494985103607
204,believability,0.02027496136724949
205,believability,0.0202749352902174
206,believability,0.060536473989486694
207,believability,-0.0364166684448719
208,believability,-0.023222791031003
209,believability,-0.03485206887125969
210,believability,0.03529979661107063
211,believability,-0.14022468030452728
212,believability,-0.31477072834968567
213,believability,0.014153123833239079
214,believability,0.10108379274606705
215,believability,-0.4245890974998474
216,believability,-0.9181656837463379
217,believability,0.0900081992149353
218,believability,0.020274972543120384
219,believability,-0.1085892841219902
220,believability,0.020274918526411057
221,believability,-0.21433451771736145
222,believability,0.15326619148254395
223,believability,0.020274948328733444
224,believability,0.020274905487895012
225,believability,0.020274944603443146
226,believability,-0.9181680679321289
227,believability,0.03556231036782265
228,believability,0.020274896174669266
229,believability,0.020274903625249863
230,believability,0.04248296841979027
231,believability,0.10492448508739471
232,believability,0.0202749315649271
233,believability,-0.2143351435661316
234,believability,0.048431701958179474
235,believability,-0.9181634187698364
236,believability,-0.29910746216773987
237,believability,0.03538363054394722
238,believability,0.020274920389056206
239,believability,0.020274920389056206
240,believability,0.02872820571064949
241,believability,0.0202749315649271
242,believability,0.08458389341831207
243,believability,0.02027486450970173
244,believability,0.028368573635816574
245,believability,-0.020466912537813187
246,believability,0.020274925976991653
247,believability,0.020274927839636803
248,believability,0.02027490921318531
249,believability,0.020274924114346504
250,believability,-0.06161491572856903
251,believability,0.05955291539430618
252,believability,0.020274903625249863
253,believability,0.02796158567070961
254,believability,0.020274916663765907
255,believability,0.02027495764195919
256,believability,0.020274965092539787
257,believability,0.020274946466088295
258,believability,0.04563283920288086
259,believability,-0.2970442473888397
260,believability,-0.9181618094444275
261,believability,0.020274898037314415
262,believability,0.034908074885606766
263,believability,0.03853042051196098
264,believability,-0.04179127514362335
265,believability,-0.12990540266036987
266,believability,0.020274918526411057
267,believability,0.06824638694524765
268,believability,-0.9181647300720215
269,believability,0.020274914801120758
270,believability,0.020274871960282326
271,believability,0.020274924114346504
272,believability,0.020274942740797997
273,believability,-0.9181655049324036
274,believability,0.020274925976991653
275,believability,0.020274845883250237
276,believability,-0.9181663393974304
277,believability,0.020274918526411057
278,believability,0.02027491107583046
279,believability,-0.540249764919281
280,believability,-0.9181631207466125
281,believability,0.040710970759391785
282,believability,0.04127347096800804
283,believability,0.028333261609077454
284,believability,-0.674138605594635
285,believability,0.028783287853002548
286,believability,0.03428097814321518
287,believability,0.020274942740797997
288,believability,0.02862035669386387
289,believability,0.041170962154865265
290,believability,0.02841791696846485
291,believability,0.020275022834539413
292,believability,0.028828104957938194
293,believability,0.020274927839636803
294,believability,0.020274946466088295
295,believability,0.03209976106882095
296,believability,0.020274920389056206
297,believability,0.020274925976991653
298,believability,0.02027488313615322
299,believability,0.04131927341222763
300,believability,0.049326006323099136
301,believability,0.028672074899077415
302,believability,-0.44862329959869385
303,believability,-0.12365423887968063
304,believability,0.020274877548217773
305,believability,-0.11771714687347412
306,believability,-0.9181630611419678
307,believability,0.02027493342757225
308,believability,0.05601183697581291
309,believability,0.020274989306926727
310,believability,0.028852270916104317
311,believability,0.05571046099066734
312,believability,-0.4756859242916107
313,believability,0.020274870097637177
314,believability,0.06766630709171295
315,believability,-0.9181666374206543
316,believability,-0.5876431465148926
317,believability,0.020274892449378967
318,believability,0.020274870097637177
319,believability,0.035559747368097305
320,believability,0.02027485892176628
321,believability,-0.14022508263587952
322,believability,-0.2368754744529724
323,believability,0.02027495577931404
324,believability,0.02027493715286255
325,believability,-0.021245088428258896
326,believability,0.06288512796163559
327,believability,0.020274946466088295
328,believability,0.03533177077770233
329,believability,0.028769902884960175
330,believability,-0.10377952456474304
331,believability,-0.0829729214310646
332,believability,0.020274948328733444
333,believability,0.02027490735054016
334,believability,-0.036534372717142105
335,believability,0.1387854516506195
336,believability,0.020274903625249863
337,believability,0.04596656560897827
338,believability,0.020274918526411057
339,believability,0.13431239128112793
340,believability,-0.21433483064174652
341,believability,0.02027488686144352
342,believability,-0.08780758827924728
343,believability,0.07085984945297241
344,believability,0.02027493715286255
345,believability,0.0339384563267231
346,believability,0.07532395422458649
347,believability,0.028809910640120506
348,believability,0.028749670833349228
349,believability,0.02027491293847561
350,believability,0.020274922251701355
351,believability,0.07603827118873596
352,believability,0.020274922251701355
353,believability,0.020274905487895012
354,believability,0.03546292334794998
355,believability,0.028831452131271362
356,believability,0.028845002874732018
357,believability,0.028735706582665443
358,believability,0.020274896174669266
359,believability,0.02885301411151886
360,believability,-0.03989056497812271
361,believability,-0.5993281006813049
362,believability,0.035475198179483414
363,believability,-0.21068815886974335
364,believability,0.061731282621622086
365,believability,0.03488164767622948
366,believability,-0.9181628227233887
367,believability,-0.12942084670066833
368,believability,0.020274953916668892
369,believability,0.04064929112792015
370,believability,-0.11888279765844345
371,believability,-0.1943414956331253
372,believability,0.035529524087905884
373,believability,-0.1500883847475052
374,believability,0.020274925976991653
375,believability,0.020274920389056206
376,believability,-0.716254472732544
377,believability,-0.9181665182113647
378,believability,-0.21433471143245697
379,believability,-0.9181668758392334
380,believability,0.020274946466088295
381,believability,0.035470061004161835
382,believability,0.020274866372346878
383,believability,0.020274953916668892
384,believability,0.020274966955184937
385,believability,0.0549292229115963
386,believability,0.03612552210688591
387,believability,0.020274894312024117
388,believability,-0.03183585777878761
389,believability,0.020274952054023743
390,believability,-0.21433499455451965
391,believability,0.00013540280633606017
392,believability,0.020274940878152847
393,believability,0.020274899899959564
394,believability,0.05269844830036163
395,believability,0.12753324210643768
396,believability,0.020274929702281952
397,believability,0.020274924114346504
398,believability,0.03536495193839073
399,believability,0.020274924114346504
400,believability,0.005248597823083401
401,believability,-0.07177309691905975
402,believability,0.020274927839636803
403,believability,0.030541565269231796
404,believability,0.02650630660355091
405,believability,-0.9181647300720215
406,believability,-0.17541469633579254
407,believability,0.03548532724380493
408,believability,0.0404755137860775
409,believability,-0.029258131980895996
410,believability,0.020274903625249863
411,believability,-0.9181646108627319
412,believability,0.020274892449378967
413,believability,0.02027486264705658
414,believability,-0.91816246509552
415,believability,0.028628529980778694
416,believability,0.0709284320473671
417,believability,0.11126374453306198
418,believability,0.020274922251701355
419,believability,0.02027490735054016
420,believability,0.020274965092539787
421,believability,-0.9181640148162842
422,believability,-0.16271354258060455
423,believability,0.02027491293847561
424,believability,0.020274929702281952
425,believability,0.020274914801120758
426,believability,0.028770308941602707
427,believability,0.020274989306926727
428,believability,0.05533910542726517
429,believability,-0.07337944954633713
430,believability,0.020274922251701355
431,believability,-0.23555776476860046
432,believability,0.0355299711227417
433,believability,-0.6757439374923706
434,believability,0.020274901762604713
435,believability,0.020274873822927475
436,believability,-0.2252020239830017
437,believability,0.020274942740797997
438,believability,0.020274924114346504
439,believability,0.028842167928814888
440,believability,-0.20019270479679108
441,believability,0.028790606185793877
442,believability,0.028794391080737114
443,believability,0.020274914801120758
444,believability,0.04061870649456978
445,believability,0.020274925976991653
446,believability,0.1300361454486847
447,believability,-0.12338682264089584
448,believability,0.02027493715286255
449,believability,0.011873039416968822
450,believability,0.020274892449378967
451,believability,-0.007460471708327532
452,believability,0.02027493715286255
453,believability,0.028593454509973526
454,believability,0.10359026491641998
455,believability,0.03555082902312279
456,believability,0.020274914801120758
457,believability,0.0202749352902174
458,believability,0.020274978131055832
459,believability,0.020274944603443146
460,believability,0.02885385788977146
461,believability,0.02027493715286255
462,believability,0.020274925976991653
463,believability,0.03555770218372345
464,believability,-0.021927986294031143
465,believability,-0.10683774203062057
466,believability,-0.05957656353712082
467,believability,0.020274991169571877
468,believability,-0.9181656837463379
469,believability,0.02027493715286255
470,believability,0.08545300364494324
471,believability,0.028845878317952156
472,believability,0.02027498558163643
473,believability,0.028845835477113724
474,believability,0.08129186928272247
475,believability,-0.001973169157281518
476,believability,0.028809059411287308
477,believability,0.020274970680475235
478,believability,0.02027495577931404
479,believability,0.05885612964630127
480,believability,0.02820676565170288
481,believability,0.02027493342757225
482,believability,-0.17761941254138947
483,believability,0.046058688312768936
484,believability,0.020274845883250237
485,believability,-0.9181678891181946
486,believability,-0.116461843252182
487,believability,0.020274929702281952
488,believability,-0.074306920170784
489,believability,0.02885294519364834
490,believability,-0.30196186900138855
491,believability,-0.1719714254140854
492,believability,-0.3603096008300781
493,believability,0.051139961928129196
494,believability,0.020274940878152847
495,believability,0.02027495764195919
496,believability,0.020274901762604713
497,believability,0.02027493715286255
498,believability,-0.918165922164917
499,believability,0.02864537201821804
500,believability,0.028648845851421356
501,believability,0.04996512085199356
502,believability,0.020274890586733818
503,believability,-0.9181644320487976
504,believability,-0.21433469653129578
505,believability,0.0202749352902174
506,believability,-0.21798542141914368
507,believability,0.020274922251701355
508,believability,-0.21433475613594055
509,believability,0.020274920389056206
510,believability,0.020274920389056206
511,believability,0.05541093274950981
512,believability,0.020274970680475235
513,believability,0.04952174052596092
514,believability,0.020274920389056206
515,believability,-0.12213354557752609
516,believability,0.07894829660654068
517,believability,0.03812110051512718
518,believability,0.14785493910312653
519,believability,0.043949976563453674
520,believability,0.020274899899959564
521,believability,0.020274920389056206
522,believability,-0.0803663432598114
523,believability,0.020274920389056206
524,believability,0.020274940878152847
525,believability,-0.21433493494987488
526,believability,0.03889256715774536
527,believability,0.037645936012268066
528,believability,0.041281647980213165
529,believability,0.02027493715286255
530,believability,0.08863619714975357
531,believability,-0.5665260553359985
532,believability,0.020274972543120384
533,believability,-0.21433527767658234
534,believability,0.020274924114346504
535,believability,0.09934628754854202
536,believability,0.05350930616259575
537,believability,-0.0795750543475151
538,believability,0.020274922251701355
539,believability,-0.21433556079864502
540,believability,-0.21433484554290771
541,believability,-0.2064041942358017
542,believability,0.02885318174958229
543,believability,0.016245892271399498
544,believability,0.02027493342757225
545,believability,0.14435707032680511
546,believability,0.038133472204208374
547,believability,-0.7851487994194031
548,believability,-0.4314236044883728
549,believability,0.028710339218378067
550,believability,-0.15965142846107483
0,financial_and_material_benefits,-0.051214639097452164
1,financial_and_material_benefits,-0.1376396268606186
2,financial_and_material_benefits,-0.15954427421092987
3,financial_and_material_benefits,-0.24763748049736023
4,financial_and_material_benefits,-0.05121476203203201
5,financial_and_material_benefits,-0.016130277886986732
6,financial_and_material_benefits,-0.02853630669414997
7,financial_and_material_benefits,-0.05121474713087082
8,financial_and_material_benefits,-0.005826639477163553
9,financial_and_material_benefits,-0.2521839439868927
10,financial_and_material_benefits,-0.05204496160149574
11,financial_and_material_benefits,0.12163516134023666
12,financial_and_material_benefits,-0.051214784383773804
13,financial_and_material_benefits,-0.08932270854711533
14,financial_and_material_benefits,-0.0726688951253891
15,financial_and_material_benefits,0.5490339994430542
16,financial_and_material_benefits,-0.015447312965989113
17,financial_and_material_benefits,-0.1431979089975357
18,financial_and_material_benefits,0.03521014750003815
19,financial_and_material_benefits,0.2694719135761261
20,financial_and_material_benefits,-0.2055843323469162
21,financial_and_material_benefits,-0.051214735954999924
22,financial_and_material_benefits,-0.0512147955596447
23,financial_and_material_benefits,-0.11732698231935501
24,financial_and_material_benefits,-0.11405093222856522
25,financial_and_material_benefits,-0.05121474340558052
26,financial_and_material_benefits,-0.05121482536196709
27,financial_and_material_benefits,-0.05121474340558052
28,financial_and_material_benefits,0.035210151225328445
29,financial_and_material_benefits,-0.051214758306741714
30,financial_and_material_benefits,-0.0693511813879013
31,financial_and_material_benefits,-0.05121466517448425
32,financial_and_material_benefits,-0.051214780658483505
33,financial_and_material_benefits,0.20805995166301727
34,financial_and_material_benefits,0.20806019008159637
35,financial_and_material_benefits,0.20662826299667358
36,financial_and_material_benefits,-0.05121477693319321
37,financial_and_material_benefits,-0.051214903593063354
38,financial_and_material_benefits,0.2680969834327698
39,financial_and_material_benefits,-0.13763955235481262
40,financial_and_material_benefits,-0.05121472850441933
41,financial_and_material_benefits,-0.040716465562582016
42,financial_and_material_benefits,0.03521014004945755
43,financial_and_material_benefits,0.025311123579740524
44,financial_and_material_benefits,-0.05121470242738724
45,financial_and_material_benefits,-0.08848867565393448
46,financial_and_material_benefits,-0.05121474340558052
47,financial_and_material_benefits,0.15245172381401062
48,financial_and_material_benefits,-0.18419449031352997
49,financial_and_material_benefits,-0.051214754581451416
50,financial_and_material_benefits,0.16069945693016052
51,financial_and_material_benefits,-0.13763955235481262
52,financial_and_material_benefits,-0.2715890407562256
53,financial_and_material_benefits,-0.051214735954999924
54,financial_and_material_benefits,0.12163494527339935
55,financial_and_material_benefits,-0.08854056149721146
56,financial_and_material_benefits,-0.051214784383773804
57,financial_and_material_benefits,0.049927711486816406
58,financial_and_material_benefits,0.12163496017456055
59,financial_and_material_benefits,-0.19413568079471588
60,financial_and_material_benefits,-0.09322334080934525
61,financial_and_material_benefits,-0.051214735954999924
62,financial_and_material_benefits,-0.051214780658483505
63,financial_and_material_benefits,-0.05121472477912903
64,financial_and_material_benefits,0.12163522839546204
65,financial_and_material_benefits,-0.07274077087640762
66,financial_and_material_benefits,-0.051214780658483505
67,financial_and_material_benefits,-0.21235720813274384
68,financial_and_material_benefits,-0.07288552820682526
69,financial_and_material_benefits,0.19586226344108582
70,financial_and_material_benefits,-0.07283636927604675
71,financial_and_material_benefits,-0.051214639097452164
72,financial_and_material_benefits,0.035210125148296356
73,financial_and_material_benefits,-0.05121489241719246
74,financial_and_material_benefits,-0.05121477693319321
75,financial_and_material_benefits,-0.1376396119594574
76,financial_and_material_benefits,-0.09170687943696976
77,financial_and_material_benefits,-0.05121476948261261
78,financial_and_material_benefits,-0.17763398587703705
79,financial_and_material_benefits,-0.03185302019119263
80,financial_and_material_benefits,-0.05121477320790291
81,financial_and_material_benefits,-0.05121465399861336
82,financial_and_material_benefits,-0.05121463164687157
83,financial_and_material_benefits,0.2944853603839874
84,financial_and_material_benefits,-0.021670304238796234
85,financial_and_material_benefits,-0.051214799284935
86,financial_and_material_benefits,-0.22861167788505554
87,financial_and_material_benefits,-0.0010191582841798663
88,financial_and_material_benefits,0.03842417523264885
89,financial_and_material_benefits,-0.07178761810064316
90,financial_and_material_benefits,-0.07282722741365433
91,financial_and_material_benefits,-0.1378273218870163
92,financial_and_material_benefits,-0.06848309934139252
93,financial_and_material_benefits,-0.05121477320790291
94,financial_and_material_benefits,-0.051214754581451416
95,financial_and_material_benefits,-0.06821790337562561
96,financial_and_material_benefits,0.1165132224559784
97,financial_and_material_benefits,-0.05121476948261261
98,financial_and_material_benefits,0.09486889094114304
99,financial_and_material_benefits,-0.10418061167001724
100,financial_and_material_benefits,-0.05121476948261261
101,financial_and_material_benefits,0.20806019008159637
102,financial_and_material_benefits,-0.05121476575732231
103,financial_and_material_benefits,-0.09927422553300858
104,financial_and_material_benefits,-0.05121475085616112
105,financial_and_material_benefits,-0.05121482163667679
106,financial_and_material_benefits,-0.05121488869190216
107,financial_and_material_benefits,-0.07285191118717194
108,financial_and_material_benefits,0.12163496762514114
109,financial_and_material_benefits,-0.06698428094387054
110,financial_and_material_benefits,-0.22406461834907532
111,financial_and_material_benefits,-0.0897313579916954
112,financial_and_material_benefits,-0.03968014195561409
113,financial_and_material_benefits,-0.15913675725460052
114,financial_and_material_benefits,-0.05121476575732231
115,financial_and_material_benefits,0.03521018475294113
116,financial_and_material_benefits,-0.34461939334869385
117,financial_and_material_benefits,-0.051214754581451416
118,financial_and_material_benefits,-0.05121474340558052
119,financial_and_material_benefits,-0.05121473968029022
120,financial_and_material_benefits,0.03521014750003815
121,financial_and_material_benefits,0.035210154950618744
122,financial_and_material_benefits,-0.3178243041038513
123,financial_and_material_benefits,-0.051214784383773804
124,financial_and_material_benefits,0.20806004106998444
125,financial_and_material_benefits,-0.12437902390956879
126,financial_and_material_benefits,-0.08805954456329346
127,financial_and_material_benefits,-0.05121477320790291
128,financial_and_material_benefits,0.18454252183437347
129,financial_and_material_benefits,0.12163504213094711
130,financial_and_material_benefits,-0.05847149342298508
131,financial_and_material_benefits,-0.05121469497680664
132,financial_and_material_benefits,0.06832626461982727
133,financial_and_material_benefits,0.3037055432796478
134,financial_and_material_benefits,-0.051214806735515594
135,financial_and_material_benefits,-0.051214754581451416
136,financial_and_material_benefits,-0.05121487006545067
137,financial_and_material_benefits,0.3078013062477112
138,financial_and_material_benefits,-0.019302746281027794
139,financial_and_material_benefits,-0.051214754581451416
140,financial_and_material_benefits,-0.025989286601543427
141,financial_and_material_benefits,0.047257691621780396
142,financial_and_material_benefits,-0.13763955235481262
143,financial_and_material_benefits,-0.05121481046080589
144,financial_and_material_benefits,0.36044764518737793
145,financial_and_material_benefits,0.23089805245399475
146,financial_and_material_benefits,-0.08206173777580261
147,financial_and_material_benefits,-0.051214754581451416
148,financial_and_material_benefits,-0.051214799284935
149,financial_and_material_benefits,-0.05121472105383873
150,financial_and_material_benefits,-0.05121477320790291
151,financial_and_material_benefits,0.2986936867237091
152,financial_and_material_benefits,-0.051214754581451416
153,financial_and_material_benefits,0.035210151225328445
154,financial_and_material_benefits,-0.07191479951143265
155,financial_and_material_benefits,-0.05121476948261261
156,financial_and_material_benefits,-0.05121488496661186
157,financial_and_material_benefits,-0.09606163203716278
158,financial_and_material_benefits,-0.05121474713087082
159,financial_and_material_benefits,0.042493000626564026
160,financial_and_material_benefits,-0.1314029097557068
161,financial_and_material_benefits,0.04723859950900078
162,financial_and_material_benefits,-0.05121464654803276
163,financial_and_material_benefits,-0.05121476203203201
164,financial_and_material_benefits,0.2190590798854828
165,financial_and_material_benefits,-0.05121485888957977
166,financial_and_material_benefits,0.0457211509346962
167,financial_and_material_benefits,-0.19731204211711884
168,financial_and_material_benefits,-0.0071411533281207085
169,financial_and_material_benefits,-0.051214732229709625
170,financial_and_material_benefits,-0.05121472850441933
171,financial_and_material_benefits,-0.05121477320790291
172,financial_and_material_benefits,-0.11446832120418549
173,financial_and_material_benefits,-0.037228066474199295
174,financial_and_material_benefits,-0.05121476948261261
175,financial_and_material_benefits,-0.010042529553174973
176,financial_and_material_benefits,-0.07250148802995682
177,financial_and_material_benefits,-0.07092208415269852
178,financial_and_material_benefits,0.18405963480472565
179,financial_and_material_benefits,-0.05121477320790291
180,financial_and_material_benefits,0.015817943960428238
181,financial_and_material_benefits,-0.05121484771370888
182,financial_and_material_benefits,0.16504895687103271
183,financial_and_material_benefits,-0.08273749053478241
184,financial_and_material_benefits,0.19092050194740295
185,financial_and_material_benefits,0.12163510918617249
186,financial_and_material_benefits,0.046493999660015106
187,financial_and_material_benefits,-0.08913635462522507
188,financial_and_material_benefits,0.1696430742740631
189,financial_and_material_benefits,-0.05121476203203201
190,financial_and_material_benefits,-0.051214683800935745
191,financial_and_material_benefits,-0.13514675199985504
192,financial_and_material_benefits,-0.08969537168741226
193,financial_and_material_benefits,-0.05121471360325813
194,financial_and_material_benefits,0.2768479883670807
195,financial_and_material_benefits,0.09151287376880646
196,financial_and_material_benefits,-0.07282551378011703
197,financial_and_material_benefits,-0.05121476575732231
198,financial_and_material_benefits,-0.06294392794370651
199,financial_and_material_benefits,-0.22746971249580383
200,financial_and_material_benefits,-0.36235618591308594
201,financial_and_material_benefits,-0.05121477693319321
202,financial_and_material_benefits,-0.14370907843112946
203,financial_and_material_benefits,-0.05121472477912903
204,financial_and_material_benefits,0.12163496017456055
205,financial_and_material_benefits,-0.051214732229709625
206,financial_and_material_benefits,0.12794910371303558
207,financial_and_material_benefits,-0.11289166659116745
208,financial_and_material_benefits,0.05018056184053421
209,financial_and_material_benefits,-0.45394831895828247
210,financial_and_material_benefits,-0.03823694586753845
211,financial_and_material_benefits,-0.072879359126091
212,financial_and_material_benefits,-0.0864851176738739
213,financial_and_material_benefits,0.01929023116827011
214,financial_and_material_benefits,0.1453925222158432
215,financial_and_material_benefits,-0.16837681829929352
216,financial_and_material_benefits,-0.051214829087257385
217,financial_and_material_benefits,-0.04318680241703987
218,financial_and_material_benefits,-0.05121483653783798
219,financial_and_material_benefits,0.38352298736572266
220,financial_and_material_benefits,-0.05121477320790291
221,financial_and_material_benefits,-0.05121487006545067
222,financial_and_material_benefits,-0.09070702642202377
223,financial_and_material_benefits,-0.051214829087257385
224,financial_and_material_benefits,-0.051214754581451416
225,financial_and_material_benefits,-0.05121473968029022
226,financial_and_material_benefits,-0.05121490731835365
227,financial_and_material_benefits,-0.08983100205659866
228,financial_and_material_benefits,-0.05121472477912903
229,financial_and_material_benefits,-0.051214758306741714
230,financial_and_material_benefits,0.0880802646279335
231,financial_and_material_benefits,-0.013515082187950611
232,financial_and_material_benefits,-0.0512147955596447
233,financial_and_material_benefits,-0.05121474713087082
234,financial_and_material_benefits,-0.12233918905258179
235,financial_and_material_benefits,-0.051214780658483505
236,financial_and_material_benefits,0.01110769435763359
237,financial_and_material_benefits,0.04980667680501938
238,financial_and_material_benefits,0.20805993676185608
239,financial_and_material_benefits,0.12163519114255905
240,financial_and_material_benefits,-0.13946060836315155
241,financial_and_material_benefits,0.035210151225328445
242,financial_and_material_benefits,-0.10263219475746155
243,financial_and_material_benefits,-0.05121475085616112
244,financial_and_material_benefits,-0.07165947556495667
245,financial_and_material_benefits,-0.38256359100341797
246,financial_and_material_benefits,0.03521014004945755
247,financial_and_material_benefits,-0.05121476203203201
248,financial_and_material_benefits,-0.05121476203203201
249,financial_and_material_benefits,-0.05121476203203201
250,financial_and_material_benefits,-0.06607406586408615
251,financial_and_material_benefits,0.00330901937559247
252,financial_and_material_benefits,-0.0512147881090641
253,financial_and_material_benefits,-0.07063140720129013
254,financial_and_material_benefits,-0.05121467635035515
255,financial_and_material_benefits,0.03521016240119934
256,financial_and_material_benefits,-0.05121469870209694
257,financial_and_material_benefits,-0.05121476575732231
258,financial_and_material_benefits,-0.11526931077241898
259,financial_and_material_benefits,-0.13900746405124664
260,financial_and_material_benefits,-0.051214709877967834
261,financial_and_material_benefits,-0.051214780658483505
262,financial_and_material_benefits,-0.08817806094884872
263,financial_and_material_benefits,-0.09732851386070251
264,financial_and_material_benefits,-0.19884485006332397
265,financial_and_material_benefits,0.2800486981868744
266,financial_and_material_benefits,0.1216350719332695
267,financial_and_material_benefits,0.32161056995391846
268,financial_and_material_benefits,-0.05121486261487007
